./data/audio/publicsquare/public_square-prague-1152-41395-a.wav,publicsquare
./data/audio/streetpedestrian/street_pedestrian-stockholm-156-4751-a.wav,streetpedestrian
./data/audio/streettraffic/street_traffic-stockholm-174-5369-a.wav,streettraffic
./data/audio/bus/bus-lyon-1073-41618-a.wav,bus
./data/audio/streettraffic/tram-barcelona-181-5608-c.wav,streettraffic
./data/audio/metrostation/metro_station-vienna-240-7135-a.wav,metrostation
./data/audio/tram/tram-milan-1222-45054-b.wav,tram
./data/audio/park/park-lyon-1060-40608-a.wav,park
./data/audio/bus/bus-helsinki-19-761-s2.wav,bus
./data/audio/streetpedestrian/street_pedestrian-prague-1227-44793-a.wav,streetpedestrian
./data/audio/shoppingmall/street_pedestrian-barcelona-261-7922-s2.wav,shoppingmall
./data/audio/streettraffic/tram-barcelona-180-5581-a.wav,streettraffic
./data/audio/streettraffic/street_traffic-stockholm-174-5348-a.wav,streettraffic
./data/audio/metrostation/metro_station-lisbon-1021-43959-a.wav,metrostation
./data/audio/metro/metro-lyon-1149-41287-a.wav,metro
./data/audio/tram/tram-stockholm-197-5935-a.wav,tram
./data/audio/bus/bus-helsinki-20-804-a.wav,bus
./data/audio/metro/metro-vienna-58-1746-a.wav,metro
./data/audio/bus/bus-milan-1190-45491-a.wav,bus
./data/audio/shoppingmall/shopping_mall-stockholm-258-7821-a.wav,shoppingmall
./data/audio/bus/bus-stockholm-35-1041-s2.wav,bus
./data/audio/metrostation/metro_station-lyon-1010-40838-a.wav,metrostation
./data/audio/tram/tram-paris-191-5839-a.wav,tram
./data/audio/shoppingmall/shopping_mall-prague-1031-42651-a.wav,shoppingmall
./data/audio/streettraffic/tram-helsinki-183-5708-s1.wav,streettraffic
./data/audio/publicsquare/public_square-stockholm-252-7557-c.wav,publicsquare
./data/audio/streettraffic/tram-barcelona-181-5604-s6.wav,streettraffic
./data/audio/park/park-lyon-1144-42082-a.wav,park
./data/audio/shoppingmall/street_pedestrian-barcelona-261-7906-a.wav,shoppingmall
./data/audio/park/park-london-97-2731-s4.wav,park
./data/audio/streetpedestrian/street_pedestrian-lisbon-1099-40454-a.wav,streetpedestrian
./data/audio/airport/airport-milan-1108-43191-a.wav,airport
./data/audio/metrostation/metro_station-prague-1130-42715-s3.wav,metrostation
./data/audio/bus/bus-paris-26-913-a.wav,bus
./data/audio/metro/metro-lyon-1206-45718-a.wav,metro
./data/audio/publicsquare/public_square-london-250-7472-a.wav,publicsquare
./data/audio/publicsquare/public_square-london-113-3291-a.wav,publicsquare
./data/audio/streettraffic/tram-barcelona-181-5616-a.wav,streettraffic
./data/audio/streetpedestrian/street_pedestrian-stockholm-156-4735-a.wav,streetpedestrian
./data/audio/bus/bus-helsinki-211-6449-s4.wav,bus
./data/audio/streettraffic/street_traffic-stockholm-273-8338-s5.wav,streettraffic
./data/audio/airport/airport-prague-1195-44218-a.wav,airport
./data/audio/streetpedestrian/street_pedestrian-london-263-7986-s5.wav,streetpedestrian
./data/audio/bus/bus-paris-33-1007-a.wav,bus
./data/audio/streetpedestrian/street_pedestrian-prague-1085-40447-c.wav,streetpedestrian
./data/audio/metro/metro-vienna-59-1785-s6.wav,metro
./data/audio/publicsquare/public_square-lyon-1056-40078-b.wav,publicsquare
./data/audio/shoppingmall/shopping_mall-prague-1031-42056-s5.wav,shoppingmall
./data/audio/bus/bus-barcelona-16-647-a.wav,bus
./data/audio/tram/tram-paris-194-5878-s3.wav,tram
./data/audio/metro/metro-milan-1025-41240-a.wav,metro
./data/audio/bus/bus-paris-26-924-a.wav,bus
./data/audio/airport/airport-vienna-13-520-a.wav,airport
./data/audio/metrostation/metro_station-paris-79-2153-c.wav,metrostation
./data/audio/park/park-barcelona-241-7176-a.wav,park
./data/audio/park/park-helsinki-242-7224-b.wav,park
./data/audio/metro/metro-vienna-60-1793-a.wav,metro
./data/audio/park/park-london-96-2682-a.wav,park
./data/audio/bus/bus-barcelona-210-6404-s4.wav,bus
./data/audio/airport/airport-paris-7-329-s2.wav,airport
./data/audio/streetpedestrian/street_pedestrian-lyon-1162-44468-a.wav,streetpedestrian
./data/audio/metrostation/metro_station-prague-1019-40721-s6.wav,metrostation
./data/audio/shoppingmall/street_pedestrian-helsinki-146-4389-s1.wav,shoppingmall
./data/audio/metro/metro-prague-1054-42720-a.wav,metro
./data/audio/shoppingmall/shopping_mall-stockholm-137-4173-a.wav,shoppingmall
./data/audio/airport/airport-stockholm-208-6326-a.wav,airport
./data/audio/tram/tram-milan-1048-42228-s4.wav,tram
./data/audio/bus/bus-prague-1207-44175-s6.wav,bus
./data/audio/airport/airport-helsinki-204-6165-a.wav,airport
./data/audio/bus/bus-lyon-1001-40164-a.wav,bus
./data/audio/publicsquare/public_square-lisbon-1116-43037-a.wav,publicsquare
./data/audio/publicsquare/public_square-lyon-1017-42150-a.wav,publicsquare
./data/audio/bus/bus-paris-28-940-a.wav,bus
./data/audio/streettraffic/street_traffic-vienna-274-8363-a.wav,streettraffic
./data/audio/metrostation/metro_station-stockholm-83-2225-s5.wav,metrostation
./data/audio/publicsquare/public_square-london-250-7486-s5.wav,publicsquare
./data/audio/airport/airport-prague-1069-42443-s5.wav,airport
./data/audio/park/park-helsinki-94-2627-a.wav,park
./data/audio/metrostation/metro_station-stockholm-85-2310-a.wav,metrostation
./data/audio/bus/bus-paris-216-6535-a.wav,bus
./data/audio/park/park-london-96-2688-a.wav,park
./data/audio/tram/tram-milan-1048-40817-s5.wav,tram
./data/audio/streetpedestrian/street_pedestrian-paris-264-8032-s2.wav,streetpedestrian
./data/audio/streettraffic/street_traffic-paris-172-5290-s1.wav,streettraffic
./data/audio/airport/airport-lisbon-1000-43327-a.wav,airport
./data/audio/streettraffic/tram-barcelona-275-8400-s4.wav,streettraffic
./data/audio/airport/airport-lisbon-1122-43015-a.wav,airport
./data/audio/publicsquare/public_square-london-114-3312-a.wav,publicsquare
./data/audio/tram/tram-prague-1042-43081-s1.wav,tram
./data/audio/metro/metro-vienna-228-6867-s5.wav,metro
./data/audio/streettraffic/street_traffic-vienna-178-5504-a.wav,streettraffic
./data/audio/metrostation/metro_station-prague-1019-42226-a.wav,metrostation
./data/audio/tram/tram-lyon-1225-44995-s4.wav,tram
./data/audio/airport/airport-helsinki-204-6151-s2.wav,airport
./data/audio/airport/airport-barcelona-1-90-s5.wav,airport
./data/audio/tram/tram-helsinki-276-8431-a.wav,tram
./data/audio/streettraffic/tram-helsinki-183-5704-s4.wav,streettraffic
./data/audio/metrostation/metro_station-prague-1019-44023-a.wav,metrostation
./data/audio/metrostation/metro_station-london-235-7015-a.wav,metrostation
./data/audio/publicsquare/public_square-prague-1111-42198-a.wav,publicsquare
./data/audio/tram/tram-lisbon-1191-44557-a.wav,tram
./data/audio/streetpedestrian/street_pedestrian-lisbon-1098-43760-a.wav,streetpedestrian
./data/audio/metrostation/metro_station-vienna-240-7130-a.wav,metrostation
./data/audio/publicsquare/public_square-milan-1014-43525-s2.wav,publicsquare
./data/audio/metrostation/metro_station-milan-1050-43931-a.wav,metrostation
./data/audio/publicsquare/public_square-lyon-1056-40903-a.wav,publicsquare
./data/audio/tram/tram-milan-1132-43061-s4.wav,tram
./data/audio/metrostation/metro_station-lyon-1010-41086-a.wav,metrostation
./data/audio/shoppingmall/street_pedestrian-barcelona-145-4378-c.wav,shoppingmall
./data/audio/streetpedestrian/street_pedestrian-lyon-1047-42022-s1.wav,streetpedestrian
./data/audio/streettraffic/tram-helsinki-184-5743-a.wav,streettraffic
./data/audio/metrostation/metro_station-london-70-2045-a.wav,metrostation
./data/audio/streettraffic/tram-barcelona-179-5549-s1.wav,streettraffic
./data/audio/streettraffic/street_traffic-stockholm-175-5381-b.wav,streettraffic
./data/audio/shoppingmall/shopping_mall-paris-134-4065-a.wav,shoppingmall
./data/audio/publicsquare/public_square-london-115-3341-a.wav,publicsquare
./data/audio/streettraffic/tram-barcelona-181-5608-a.wav,streettraffic
./data/audio/shoppingmall/street_pedestrian-barcelona-261-7923-a.wav,shoppingmall
./data/audio/metro/metro-milan-1040-40437-c.wav,metro
./data/audio/park/park-london-97-2712-a.wav,park
./data/audio/streettraffic/tram-barcelona-181-5617-a.wav,streettraffic
./data/audio/publicsquare/public_square-prague-1214-44214-c.wav,publicsquare
./data/audio/metro/metro-paris-53-1559-b.wav,metro
